# Created by: riboviz
# Date: 2023-04-05 11:45:49
# File: /exports/csce/eddie/biology/groups/wallace_rna/riboviz-david/riboviz/riboviz/rscripts/generate_stats_figs.R
# Version: commit bb25145b6ec95e37fe5129429ddf94067d6b99f6 date 2023-03-09 14:39:35 GMT
gene	Ct_fr0	Ct_fr1	Ct_fr2	pval_fr0vs1	pval_fr0vs2	pval_fr0vsboth
augustus_masked-SAKL0G-processed-gene-14.113	0	0	0	1	1	1
augustus_masked-SAKL0G-processed-gene-14.94	0	0	0	1	1	1
augustus_masked-SAKL0G-processed-gene-14.95	1	0	0	0.5	0.5	0.5
augustus_masked-SAKL0G-processed-gene-14.96	0	0	0	1	1	1
augustus_masked-SAKL0G-processed-gene-14.97	0	0	0	1	1	1
maker-SAKL0G-augustus-gene-14.126	0	0	0	1	1	1
augustus_masked-SAKL0G-processed-gene-14.114	0	0	0	1	1	1
augustus_masked-SAKL0G-processed-gene-14.99	0	0	0	1	1	1
augustus_masked-SAKL0G-processed-gene-14.115	0	0	0	1	1	1
snap_masked-SAKL0G-processed-gene-14.20	0	0	0	1	1	1
augustus_masked-SAKL0G-processed-gene-14.100	0	0	0	1	1	1
augustus_masked-SAKL0G-processed-gene-14.101	0	0	0	1	1	1
snap_masked-SAKL0G-processed-gene-14.23	0	0	0	1	1	1
augustus_masked-SAKL0G-processed-gene-14.116	0	0	0	1	1	1
genemark-SAKL0G-processed-gene-14.63	0	0	0	1	1	1
genemark-SAKL0G-processed-gene-14.64	0	0	0	1	1	1
augustus_masked-SAKL0G-processed-gene-14.117	0	0	0	1	1	1
augustus_masked-SAKL0G-processed-gene-14.105	0	0	0	1	1	1
maker-SAKL0G-augustus-gene-14.129	0	0	0	1	1	1
augustus_masked-SAKL0G-processed-gene-14.118	0	0	0	1	1	1
augustus_masked-SAKL0G-processed-gene-14.107	1	0	0	0.5	0.5	0.5
augustus_masked-SAKL0G-processed-gene-14.119	0	0	0	1	1	1
augustus_masked-SAKL0G-processed-gene-14.120	0	0	0	1	1	1
augustus_masked-SAKL0G-processed-gene-14.108	0	0	0	1	1	1
augustus_masked-SAKL0G-processed-gene-15.2	1	0	0	0.5	0.5	0.5
snap_masked-SAKL0G-processed-gene-15.58	0	0	0	1	1	1
augustus_masked-SAKL0G-processed-gene-15.0	0	0	0	1	1	1
augustus_masked-SAKL0G-processed-gene-15.4	0	0	0	1	1	1
augustus_masked-SAKL0G-processed-gene-15.1	0	0	0	1	1	1
augustus_masked-SAKL0G-processed-gene-15.5	0	0	0	1	1	1
augustus_masked-SAKL0G-processed-gene-15.6	0	0	0	1	1	1
snap_masked-SAKL0G-processed-gene-15.82	0	0	0	1	1	1
augustus_masked-SAKL0G-processed-gene-15.7	0	0	0	1	1	1
augustus_masked-SAKL0G-processed-gene-15.28	0	0	0	1	1	1
augustus_masked-SAKL0G-processed-gene-15.8	0	0	0	1	1	1
maker-SAKL0G-snap-gene-15.52	0	0	0	1	1	1
genemark-SAKL0G-processed-gene-15.115	0	0	0	1	1	1
snap_masked-SAKL0G-processed-gene-15.64	0	0	0	1	1	1
snap_masked-SAKL0G-processed-gene-15.65	0	0	0	1	1	1
snap_masked-SAKL0G-processed-gene-15.66	0	0	0	1	1	1
snap_masked-SAKL0G-processed-gene-15.85	0	0	0	1	1	1
augustus_masked-SAKL0G-processed-gene-15.31	0	0	0	1	1	1
snap_masked-SAKL0G-processed-gene-15.87	0	0	0	1	1	1
snap_masked-SAKL0G-processed-gene-15.88	0	0	0	1	1	1
augustus_masked-SAKL0G-processed-gene-15.34	0	0	0	1	1	1
snap_masked-SAKL0G-processed-gene-15.67	0	0	0	1	1	1
snap_masked-SAKL0G-processed-gene-15.90	0	0	0	1	1	1
snap_masked-SAKL0G-processed-gene-15.91	0	0	0	1	1	1
augustus_masked-SAKL0G-processed-gene-15.13	0	0	0	1	1	1
augustus_masked-SAKL0G-processed-gene-15.36	0	0	0	1	1	1
augustus_masked-SAKL0G-processed-gene-15.14	0	0	0	1	1	1
augustus_masked-SAKL0G-processed-gene-15.15	0	0	0	1	1	1
augustus_masked-SAKL0G-processed-gene-15.16	1	1	0	0.681324055883031	0.5	0.630558659818236
augustus_masked-SAKL0G-processed-gene-15.17	0	1	0	0.977249868051821	1	1
augustus_masked-SAKL0G-processed-gene-15.18	0	0	0	1	1	1
augustus_masked-SAKL0G-processed-gene-15.19	0	0	0	1	1	1
maker-SAKL0G-augustus-gene-15.50	0	0	0	1	1	1
augustus_masked-SAKL0G-processed-gene-15.38	0	0	0	1	1	1
augustus_masked-SAKL0G-processed-gene-15.39	0	0	0	1	1	1
augustus_masked-SAKL0G-processed-gene-15.40	0	0	0	1	1	1
snap_masked-SAKL0G-processed-gene-15.97	0	0	0	1	1	1
genemark-SAKL0G-processed-gene-15.151	0	0	0	1	1	1
snap_masked-SAKL0G-processed-gene-15.99	0	0	0	1	1	1
snap_masked-SAKL0G-processed-gene-15.100	0	0	0	1	1	1
augustus_masked-SAKL0G-processed-gene-15.42	0	0	0	1	1	1
augustus_masked-SAKL0G-processed-gene-15.43	0	0	0	1	1	1
augustus_masked-SAKL0G-processed-gene-15.20	0	0	0	1	1	1
augustus_masked-SAKL0G-processed-gene-15.44	0	0	0	1	1	1
augustus_masked-SAKL0G-processed-gene-15.21	0	0	0	1	1	1
augustus_masked-SAKL0G-processed-gene-15.45	0	0	0	1	1	1
augustus_masked-SAKL0G-processed-gene-15.22	0	0	0	1	1	1
augustus_masked-SAKL0G-processed-gene-15.46	0	0	0	1	1	1
augustus_masked-SAKL0G-processed-gene-15.23	0	0	0	1	1	1
snap_masked-SAKL0G-processed-gene-15.78	0	0	0	1	1	1
snap_masked-SAKL0G-processed-gene-15.79	0	0	0	1	1	1
augustus_masked-SAKL0G-processed-gene-15.25	0	0	0	1	1	1
augustus_masked-SAKL0G-processed-gene-15.26	0	0	0	1	1	1
augustus_masked-SAKL0G-processed-gene-16.135	0	0	0	1	1	1
augustus_masked-SAKL0G-processed-gene-16.132	0	0	0	1	1	1
augustus_masked-SAKL0G-processed-gene-16.136	0	0	0	1	1	1
augustus_masked-SAKL0G-processed-gene-16.133	0	0	0	1	1	1
snap_masked-SAKL0G-processed-gene-16.5	0	0	0	1	1	1
augustus_masked-SAKL0G-processed-gene-16.134	0	0	0	1	1	1
augustus_masked-SAKL0G-processed-gene-16.138	0	0	0	1	1	1
snap_masked-SAKL0G-processed-gene-16.35	0	0	0	1	1	1
snap_masked-SAKL0G-processed-gene-16.36	0	0	0	1	1	1
augustus_masked-SAKL0G-processed-gene-16.139	0	0	0	1	1	1
augustus_masked-SAKL0G-processed-gene-16.140	0	0	0	1	1	1
augustus_masked-SAKL0G-processed-gene-16.166	0	0	0	1	1	1
augustus_masked-SAKL0G-processed-gene-16.141	0	0	0	1	1	1
augustus_masked-SAKL0G-processed-gene-16.167	0	0	0	1	1	1
augustus_masked-SAKL0G-processed-gene-16.142	0	0	0	1	1	1
augustus_masked-SAKL0G-processed-gene-16.168	0	0	0	1	1	1
augustus_masked-SAKL0G-processed-gene-16.169	0	1	0	0.977249868051821	1	1
augustus_masked-SAKL0G-processed-gene-16.170	0	0	0	1	1	1
augustus_masked-SAKL0G-processed-gene-16.143	0	0	0	1	1	1
augustus_masked-SAKL0G-processed-gene-16.144	0	0	0	1	1	1
augustus_masked-SAKL0G-processed-gene-16.171	0	0	0	1	1	1
augustus_masked-SAKL0G-processed-gene-16.172	0	0	0	1	1	1
maker-SAKL0G-augustus-gene-16.197	1	0	0	0.5	0.5	0.5
snap_masked-SAKL0G-processed-gene-16.12	0	0	0	1	1	1
snap_masked-SAKL0G-processed-gene-16.13	0	0	0	1	1	1
augustus_masked-SAKL0G-processed-gene-16.174	0	0	0	1	1	1
augustus_masked-SAKL0G-processed-gene-16.146	0	0	0	1	1	1
augustus_masked-SAKL0G-processed-gene-16.147	0	0	0	1	1	1
augustus_masked-SAKL0G-processed-gene-16.175	4	0	0	0.0359303191129258	0.0359303191129258	0.00545474918213465
augustus_masked-SAKL0G-processed-gene-16.176	0	0	0	1	1	1
augustus_masked-SAKL0G-processed-gene-16.177	0	0	0	1	1	1
augustus_masked-SAKL0G-processed-gene-16.148	1	0	0	0.5	0.5	0.5
augustus_masked-SAKL0G-processed-gene-16.178	0	0	0	1	1	1
snap_masked-SAKL0G-processed-gene-16.51	0	0	0	1	1	1
snap_masked-SAKL0G-processed-gene-16.52	0	0	0	1	1	1
augustus_masked-SAKL0G-processed-gene-16.149	0	0	0	1	1	1
augustus_masked-SAKL0G-processed-gene-16.180	0	0	0	1	1	1
augustus_masked-SAKL0G-processed-gene-16.150	1	0	0	0.5	0.5	0.5
augustus_masked-SAKL0G-processed-gene-16.181	0	0	0	1	1	1
augustus_masked-SAKL0G-processed-gene-16.151	0	0	0	1	1	1
augustus_masked-SAKL0G-processed-gene-16.152	0	0	0	1	1	1
augustus_masked-SAKL0G-processed-gene-16.182	0	0	0	1	1	1
augustus_masked-SAKL0G-processed-gene-16.153	0	0	0	1	1	1
snap_masked-SAKL0G-processed-gene-16.56	0	0	0	1	1	1
augustus_masked-SAKL0G-processed-gene-16.154	0	0	0	1	1	1
augustus_masked-SAKL0G-processed-gene-16.155	0	0	0	1	1	1
augustus_masked-SAKL0G-processed-gene-16.184	0	0	0	1	1	1
augustus_masked-SAKL0G-processed-gene-16.156	0	0	0	1	1	1
augustus_masked-SAKL0G-processed-gene-16.157	0	0	0	1	1	1
augustus_masked-SAKL0G-processed-gene-16.185	0	0	0	1	1	1
augustus_masked-SAKL0G-processed-gene-16.186	0	0	0	1	1	1
augustus_masked-SAKL0G-processed-gene-16.158	0	0	0	1	1	1
augustus_masked-SAKL0G-processed-gene-16.159	0	0	0	1	1	1
augustus_masked-SAKL0G-processed-gene-16.187	0	0	0	1	1	1
augustus_masked-SAKL0G-processed-gene-16.160	0	0	0	1	1	1
augustus_masked-SAKL0G-processed-gene-16.188	0	0	0	1	1	1
augustus_masked-SAKL0G-processed-gene-16.189	0	0	0	1	1	1
snap_masked-SAKL0G-processed-gene-16.63	0	0	0	1	1	1
augustus_masked-SAKL0G-processed-gene-16.161	0	0	0	1	1	1
snap_masked-SAKL0G-processed-gene-16.30	0	0	0	1	1	1
augustus_masked-SAKL0G-processed-gene-16.162	0	0	0	1	1	1
augustus_masked-SAKL0G-processed-gene-16.191	0	0	0	1	1	1
augustus_masked-SAKL0G-processed-gene-16.192	0	0	0	1	1	1
augustus_masked-SAKL0G-processed-gene-16.163	0	0	0	1	1	1
augustus_masked-SAKL0G-processed-gene-16.193	0	0	0	1	1	1
maker-SAKL0G-augustus-gene-16.195	0	0	0	1	1	1
genemark-SAKL0H-processed-gene-0.40	0	0	0	1	1	1
snap_masked-SAKL0H-processed-gene-0.0	0	0	0	1	1	1
snap_masked-SAKL0H-processed-gene-0.1	0	0	0	1	1	1
maker-SAKL0H-snap-gene-0.79	0	0	0	1	1	1
snap_masked-SAKL0H-processed-gene-0.14	0	0	0	1	1	1
genemark-SAKL0H-processed-gene-0.42	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-0.54	0	0	0	1	1	1
maker-SAKL0H-augustus-gene-0.84	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-0.66	0	0	0	1	1	1
snap_masked-SAKL0H-processed-gene-0.3	0	0	0	1	1	1
snap_masked-SAKL0H-processed-gene-0.18	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-0.67	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-0.68	0	0	0	1	1	1
snap_masked-SAKL0H-processed-gene-0.21	0	0	0	1	1	1
snap_masked-SAKL0H-processed-gene-0.4	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-0.56	0	0	0	1	1	1
snap_masked-SAKL0H-processed-gene-0.22	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-0.57	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-0.71	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-0.58	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-0.72	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-0.59	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-0.60	2	0	0	0.17288929307558	0.17288929307558	0.0912112197258678
augustus_masked-SAKL0H-processed-gene-0.73	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-0.74	0	0	0	1	1	1
snap_masked-SAKL0H-processed-gene-0.11	0	0	0	1	1	1
snap_masked-SAKL0H-processed-gene-0.27	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-0.76	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-0.62	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-1.6	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-1.7	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-1.8	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-1.9	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-1.10	0	0	0	1	1	1
maker-SAKL0H-augustus-gene-1.0	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-1.11	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-1.34	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-1.12	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-1.13	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-1.14	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-1.15	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-1.16	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-1.35	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-1.17	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-1.36	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-1.37	1	0	0	0.5	0.5	0.5
augustus_masked-SAKL0H-processed-gene-1.18	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-1.19	0	1	0	0.977249868051821	1	1
augustus_masked-SAKL0H-processed-gene-1.20	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-1.38	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-1.39	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-1.21	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-1.40	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-1.22	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-1.23	0	0	0	1	1	1
genemark-SAKL0H-processed-gene-1.85	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-1.42	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-1.24	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-1.25	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-1.26	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-1.43	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-1.27	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-1.44	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-1.28	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-1.45	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-1.29	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-1.46	0	0	0	1	1	1
maker-SAKL0H-snap-gene-1.2	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-1.31	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-1.32	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-1.47	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-1.48	0	0	0	1	1	1
snap_masked-SAKL0H-processed-gene-2.46	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-2.103	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-2.104	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-2.105	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-2.106	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-2.107	0	0	0	1	1	1
snap_masked-SAKL0H-processed-gene-2.52	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-2.109	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-2.131	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-2.132	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-2.133	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-2.134	0	0	0	1	1	1
maker-SAKL0H-snap-gene-2.101	0	0	0	1	1	1
snap_masked-SAKL0H-processed-gene-2.82	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-2.110	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-2.111	0	0	0	1	1	1
snap_masked-SAKL0H-processed-gene-2.56	0	0	0	1	1	1
snap_masked-SAKL0H-processed-gene-2.57	0	0	0	1	1	1
snap_masked-SAKL0H-processed-gene-2.58	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-2.137	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-2.138	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-2.139	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-2.114	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-2.115	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-2.116	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-2.140	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-2.117	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-2.118	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-2.119	2	0	0	0.17288929307558	0.17288929307558	0.0912112197258678
snap_masked-SAKL0H-processed-gene-2.65	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-2.141	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-2.121	0	0	0	1	1	1
snap_masked-SAKL0H-processed-gene-2.88	0	0	0	1	1	1
snap_masked-SAKL0H-processed-gene-2.67	1	0	0	0.5	0.5	0.5
snap_masked-SAKL0H-processed-gene-2.68	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-2.124	0	0	0	1	1	1
snap_masked-SAKL0H-processed-gene-2.89	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-2.125	0	0	0	1	1	1
snap_masked-SAKL0H-processed-gene-2.71	0	0	0	1	1	1
snap_masked-SAKL0H-processed-gene-2.90	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-2.127	0	0	0	1	1	1
snap_masked-SAKL0H-processed-gene-2.91	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-2.128	0	0	0	1	1	1
snap_masked-SAKL0H-processed-gene-2.92	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-2.145	0	0	0	1	1	1
genemark-SAKL0H-processed-gene-2.26	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-2.146	0	1	0	0.977249868051821	1	1
augustus_masked-SAKL0H-processed-gene-2.147	0	0	0	1	1	1
maker-SAKL0H-augustus-gene-2.97	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-3.89	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-3.87	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-3.88	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-3.106	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-3.90	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-3.107	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-3.91	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-3.108	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-3.92	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-3.109	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-3.110	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-3.93	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-3.94	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-3.111	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-3.112	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-3.95	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-3.113	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-3.96	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-3.114	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-3.115	0	0	0	1	1	1
snap_masked-SAKL0H-processed-gene-3.54	0	0	0	1	1	1
snap_masked-SAKL0H-processed-gene-3.55	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-3.116	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-3.97	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-3.117	0	0	0	1	1	1
snap_masked-SAKL0H-processed-gene-3.57	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-3.98	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-3.118	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-3.99	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-3.119	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-3.100	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-3.120	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-3.121	1	0	0	0.5	0.5	0.5
augustus_masked-SAKL0H-processed-gene-3.101	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-3.122	1	0	0	0.5	0.5	0.5
augustus_masked-SAKL0H-processed-gene-3.123	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-3.102	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-3.103	0	0	0	1	1	1
maker-SAKL0H-augustus-gene-3.86	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-3.104	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-3.125	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-3.105	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-4.87	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-4.85	1	0	0	0.5	0.5	0.5
augustus_masked-SAKL0H-processed-gene-4.88	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-4.86	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-4.89	0	0	0	1	1	1
genemark-SAKL0H-processed-gene-4.66	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-4.109	1	0	0	0.5	0.5	0.5
augustus_masked-SAKL0H-processed-gene-4.90	0	0	0	1	1	1
genemark-SAKL0H-processed-gene-4.68	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-4.91	1	0	0	0.5	0.5	0.5
augustus_masked-SAKL0H-processed-gene-4.92	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-4.111	0	0	0	1	1	1
maker-SAKL0H-snap-gene-4.127	0	0	0	1	1	1
snap_masked-SAKL0H-processed-gene-4.29	0	0	0	1	1	1
maker-SAKL0H-augustus-gene-4.124	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-4.95	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-4.112	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-4.96	0	0	0	1	1	1
maker-SAKL0H-augustus-gene-4.125	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-4.98	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-4.113	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-4.99	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-4.114	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-4.100	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-4.101	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-4.115	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-4.102	0	0	0	1	1	1
snap_masked-SAKL0H-processed-gene-4.18	0	0	0	1	1	1
snap_masked-SAKL0H-processed-gene-4.19	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-4.116	0	0	0	1	1	1
snap_masked-SAKL0H-processed-gene-4.34	0	0	0	1	1	1
snap_masked-SAKL0H-processed-gene-4.20	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-4.118	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-4.119	1	0	0	0.5	0.5	0.5
snap_masked-SAKL0H-processed-gene-4.21	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-4.106	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-4.120	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-4.121	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-4.107	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-4.122	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-4.123	0	0	0	1	1	1
snap_masked-SAKL0H-processed-gene-5.53	0	0	0	1	1	1
snap_masked-SAKL0H-processed-gene-5.54	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-5.114	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-5.112	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-5.115	0	0	0	1	1	1
snap_masked-SAKL0H-processed-gene-5.59	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-5.113	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-5.136	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-5.116	0	0	0	1	1	1
snap_masked-SAKL0H-processed-gene-5.80	0	0	0	1	1	1
snap_masked-SAKL0H-processed-gene-5.81	0	0	0	1	1	1
snap_masked-SAKL0H-processed-gene-5.82	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-5.138	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-5.117	0	0	0	1	1	1
snap_masked-SAKL0H-processed-gene-5.62	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-5.139	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-5.119	1	0	0	0.5	0.5	0.5
snap_masked-SAKL0H-processed-gene-5.85	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-5.140	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-5.141	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-5.120	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-5.142	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-5.121	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-5.122	0	0	0	1	1	1
snap_masked-SAKL0H-processed-gene-5.89	0	0	0	1	1	1
snap_masked-SAKL0H-processed-gene-5.90	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-5.123	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-5.144	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-5.124	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-5.145	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-5.146	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-5.125	0	0	0	1	1	1
snap_masked-SAKL0H-processed-gene-5.94	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-5.126	0	0	0	1	1	1
augustus_masked-SAKL0H-processed-gene-5.127	0	0	0	1	1	1
